record_id,insect_id,original_observation_type,retained_observation_type,original_notes,retained_notes,removed_segments
hostplant-SC-N73-CLAV-01,species-SC211,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus laxiflora / YList採用名: Carpinus laxiflora / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus laxiflora / YList採用名: Carpinus laxiflora / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus laxiflora / YList採用名: Carpinus laxiflora / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19
hostplant-SC-N73-CLAV-02,species-SC211,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus japonica / YList採用名: Carpinus japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus japonica / YList採用名: Carpinus japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus japonica / YList採用名: Carpinus japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19
hostplant-SC-N73-CLAV-03,species-SC211,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus cordata / YList採用名: Carpinus cordata var. cordata / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus cordata / YList採用名: Carpinus cordata var. cordata / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産標本を再検討した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus cordata / YList採用名: Carpinus cordata var. cordata / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 19
hostplant-SC-N73-DAHU-01,species-SC212,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Betula platyphylla var. japonica / YList採用名: Betula platyphylla var. japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Betula platyphylla var. japonica / YList採用名: Betula platyphylla var. japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Betula platyphylla var. japonica / YList採用名: Betula platyphylla var. japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20
hostplant-SC-N73-DAHU-02,species-SC212,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Betula ermanii / YList採用名: Betula ermanii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Betula ermanii / YList採用名: Betula ermanii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Betula ermanii / YList採用名: Betula ermanii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20
hostplant-SC-N73-DAHU-03,species-SC212,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Machilus thunbergii / YList採用名: Machilus thunbergii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Machilus thunbergii / YList採用名: Machilus thunbergii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 北海道産標本を列挙した節のHosts欄だが、植物ごとの標本産地は未記載 / 原著植物名: Machilus thunbergii / YList採用名: Machilus thunbergii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20
hostplant-SC-N73-ELLI-01,species-SC213,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus japonica / YList採用名: Carpinus japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20,,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus japonica / YList採用名: Carpinus japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20 / 記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Carpinus japonica / YList採用名: Carpinus japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20
hostplant-SC-N73-ELLI-02,species-SC213,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Prunus mume / YList採用名: Prunus mume / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20,,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Prunus mume / YList採用名: Prunus mume / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20 / 記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Prunus mume / YList採用名: Prunus mume / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20
hostplant-SC-N73-ELLI-03,species-SC213,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Prunus sp. (Cherry) / YList採用名: Cerasus spp. / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20,,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Prunus sp. (Cherry) / YList採用名: Cerasus spp. / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20 / 記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Prunus sp. (Cherry) / YList採用名: Cerasus spp. / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20
hostplant-SC-N73-ELLI-04,species-SC213,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Sorbus commixta / YList採用名: Sorbus commixta / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20,,記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Sorbus commixta / YList採用名: Sorbus commixta / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20 / 記録地域: 日本（群馬県をタイプ産地とする日本産節から推定） / 地域根拠: タイプ産地は群馬県、分布は日本とされるが、植物ごとの標本産地は未記載 / 原著植物名: Sorbus commixta / YList採用名: Sorbus commixta / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 20
hostplant-SC-N73-FRON-ZELK-01,species-SC215,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（本文でケヤキ樹皮下から普通に見つかると明記） / 地域根拠: 本文に In Japan, this species is commonly found under bark of Zelkova serrata と明記 / 原著植物名: Zelkova serrata / YList採用名: Zelkova serrata / 寄主根拠: 本文の日本産樹皮下記録とHosts欄 / 掲載頁: 22",,"記録地域: 日本（本文でケヤキ樹皮下から普通に見つかると明記） / 地域根拠: 本文に In Japan, this species is commonly found under bark of Zelkova serrata と明記 / 原著植物名: Zelkova serrata / YList採用名: Zelkova serrata / 寄主根拠: 本文の日本産樹皮下記録とHosts欄 / 掲載頁: 22 / 記録地域: 日本（本文でケヤキ樹皮下から普通に見つかると明記） / 地域根拠: 本文に In Japan, this species is commonly found under bark of Zelkova serrata と明記 / 原著植物名: Zelkova serrata / YList採用名: Zelkova serrata / 寄主根拠: 本文の日本産樹皮下記録とHosts欄 / 掲載頁: 22"
hostplant-SC-N73-FRON-OTHER-01,species-SC215,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 日本産節のHosts欄だが、ケヤキ以外は本文中に国別対応がない / 原著植物名: Quercus aliena / YList採用名: Quercus aliena / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 22,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産節のHosts欄だが、ケヤキ以外は本文中に国別対応がない / 原著植物名: Quercus aliena / YList採用名: Quercus aliena / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 22 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産節のHosts欄だが、ケヤキ以外は本文中に国別対応がない / 原著植物名: Quercus aliena / YList採用名: Quercus aliena / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 22
hostplant-SC-N73-FRON-OTHER-02,species-SC215,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（論文の日本産節から推定 / 個別産地なし） / 地域根拠: 日本産節のHosts欄だが、ケヤキ以外は本文中に国別対応がない / 原著植物名: Prunus sargentii / YList採用名: Cerasus sargentii var. sargentii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 22,個別産地なし）,記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産節のHosts欄だが、ケヤキ以外は本文中に国別対応がない / 原著植物名: Prunus sargentii / YList採用名: Cerasus sargentii var. sargentii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 22 / 記録地域: 日本（論文の日本産節から推定 / 地域根拠: 日本産節のHosts欄だが、ケヤキ以外は本文中に国別対応がない / 原著植物名: Prunus sargentii / YList採用名: Cerasus sargentii var. sargentii / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 22
hostplant-SC-N73-JAPO-01,species-SC217,文献（国内・論文範囲）,文献（国内・論文範囲）,記録地域: 日本（日本で最も普通とする節から推定 / 植物ごとの産地なし） / 地域根拠: 本文は日本で最も広く普通な種とし国内標本を列挙するが、Hosts欄は植物別産地を示さない / 原著植物名: Ulmus davidiana var. japonica / YList採用名: Ulmus davidiana var. japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 23,植物ごとの産地なし）,記録地域: 日本（日本で最も普通とする節から推定 / 地域根拠: 本文は日本で最も広く普通な種とし国内標本を列挙するが、Hosts欄は植物別産地を示さない / 原著植物名: Ulmus davidiana var. japonica / YList採用名: Ulmus davidiana var. japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 23 / 記録地域: 日本（日本で最も普通とする節から推定 / 地域根拠: 本文は日本で最も広く普通な種とし国内標本を列挙するが、Hosts欄は植物別産地を示さない / 原著植物名: Ulmus davidiana var. japonica / YList採用名: Ulmus davidiana var. japonica / 寄主根拠: 原著のHosts・Gallery欄 / 掲載頁: 23
