insect_id,japanese_name,scientific_name,change_type,current_value,proposed_value,source,source_url,confidence,review_required,approved,note
species-5427,エゾクビグロクチバ,Lygephila pastinum (Treitschke),食草追加,,Vicia cracca L. クサフジ（マメ科）を食草として確認,小木広行 (1982),,high,,OK,"ページ: 247, 蛾類通信 116号, ファイル: jhj116.pdf"
species-5428,スミレクビグロクチバ,Lygephila nigricostata (Graeser),食草追加,,Vicia cracca L. クサフジ（マメ科）を食草として確認、既に宮田（1979）による同じ食草記録あり,小木広行 (1982),,high,,OK,"ページ: 248, 蛾類通信 116号, ファイル: jhj116.pdf"
species-5739,タカオケンモン,Craniophora picata Wileman,新産地,,奈良県十津川村から記録、本州では3番目の記録,喜多斉 (1982),,high,,,"ページ: 256, 蛾類通信 116号, ファイル: jhj116.pdf"
species-3399,キマダラクロノメイガ,Herpetogramma ochrimaculalis South,新産地,,岡山県後月郡芳井町上鴫で記録,宇野弘之 (1982),,high,,,"ページ: 257, 蛾類通信 116号, ファイル: jhj116.pdf"
species-3324,ウンモンシロノメイガ,Togabotys fuscolineatalis Yamanaka,新産地,,岡山県真庭郡新庄村と英田郡西粟倉村で記録、本州中部以西では初記録,宇野弘之 (1982),,high,,,"ページ: 257, 蛾類通信 116号, ファイル: jhj116.pdf"
,フタモンキノメイガ,Evergestis junctalis conjunctalis Inoue,新産地,,岡山県真庭郡新庄村で記録、中国地方では初記録,宇野弘之 (1982),,high,,,"ページ: 258, 蛾類通信 116号, ファイル: jhj116.pdf"
species-3541,スグリシロエダシャク,Abraxas grossulariata Linnaeus,食草追加,,Tripetaleia bracteata Maxim. ミヤマホツツジ（ツツジ科）、Empetrum nigrum L. var. japonicum ガンコウラン（ガンコウラン科）、Pleurobteropyrum Weyrichii オンタデ（タデ科）、Vaccinium Vitis-Idaea L. var. minus コケモモ（ツツジ科）、Vaccinium uliginosum L. クロマメノキ（ツツジ科）を高山植物食草として確認,神保一義・柳田慶浩 (1982),,high,,OK,"ページ: 254, 蛾類通信 116号, ファイル: jhj116.pdf"
species-4412,ソトシロオビナミシャク,Chloroclystis excisa Butler,食草追加,,Tripetaleia bracteata Maxim. ミヤマホツツジ（ツツジ科）、クロマメノキを食草として確認,神保一義・柳田慶浩 (1982),,high,,OK,"ページ: 255, 蛾類通信 116号, ファイル: jhj116.pdf"
species-3884,フタスジフユシャク,Inurois asahinai,新産地,,神奈川県より初記録,中島秀雄 (1982),,high,,,"ページ: 1, 蛾類通信 117号, ファイル: jhj117.pdf"
species-3940,ヒメツバメアオシャク,Gelasma protrusa,食草追加,,ウンシュウミカンを新寄主植物として記録,行徳直巳 (1982),,high,,OK,"ページ: 2, 蛾類通信 117号, ファイル: jhj117.pdf"
species-4389,ケブカチビナミシャク,Gymnoscelis esakii,食草追加,,ビワの花から幼虫を採集飼育,行徳直巳 (1982),,high,,OK,"ページ: 2, 蛾類通信 117号, ファイル: jhj117.pdf"
species-5949,ネスジシラクモヨトウ,Apamea hampsoni,新産地,,石川県初記録,富樫一次 (1982),,high,,,"ページ: 5, 蛾類通信 117号, ファイル: jhj117.pdf"
species-4809,トラガモドキ,Nikaea longipennis matsumurai nom. nov.,学名変更,,"Nikaea longipennis formosana Matsumura, 1930は一次ホモニムのため新名を提出",岸田泰則 (1983),,high,YES,,"ページ: 2, 蛾類通信 123号, ファイル: jhj123.pdf"
species-4840,アカハラゴマダラヒトリ,Spilosoma punctaria (Stoll),新記録種,,台湾初記録（再記録）,岸田泰則 (1983),,high,,,"ページ: 2, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5385,ハガタキリバ,Scoliopteryx libatrix (Linnaeus),新記録種,,台湾未記録種,岸田泰則 (1983),,high,,,"ページ: 2, 蛾類通信 123号, ファイル: jhj123.pdf"
species-4476,オナガミズアオ,Actias gnoma (Butler),食草追加,,クリ（ブナ科）での飼育に成功、シラカンバ（カバノキ科）も摂食,町島佳幸 (1983),,high,,OK,"ページ: 3, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5609,ホクトギンウワバ,Syngrapha interrogationis (Linnaeus),新記録種,,日本未記録、大雪山から発見、和名新称,杉繁郎 (1983),,high,,,"ページ: 4, 蛾類通信 123号, ファイル: jhj123.pdf"
,,Syngrapha sachalinensis Matsumura,学名変更,,S. interrogationisのシノニムに指定,杉繁郎 (1983),,high,YES,,"ページ: 4, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5479,ツキワクチバ,Artena dotata (Fabricius),新産地,,静岡県浜松市で採集,渡辺一雄 (1983),,high,,,"ページ: 6, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5806,ウスオビヤガ,Pyrrhia bifasciata (Staudinger),新産地,,九州未記録、佐賀県で採集,森展一 (1983),,high,,,"ページ: 6, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5577,ヒゴキンウワバ,Chrysodeixis taiwani Dufay,学名変更,,学名確定、Chrysodeixis omeiensisをシノニムに指定,杉繁郎 (1983),,high,YES,,"ページ: 7, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5404,ナマリキシタバ,Catocala columbina Leech,食草追加,,イブキシモツケ（Spiraea nervosa）を食草として確認,喜多斉 (1983),,high,,OK,"ページ: 11, 蛾類通信 123号, ファイル: jhj123.pdf"
species-3734,チャマダラエダシャク,Elphos insueta Butler,新産地,,北海道新記録種,佐々木謙 (1983),,high,,,"ページ: 11, 蛾類通信 123号, ファイル: jhj123.pdf"
species-5510,ツマキオオクチバ,Halodes caranea (Cramer),新記録種,,日本初記録、熊本県天草で採集,吉崎一章 (1983),,high,,,"ページ: 12, 蛾類通信 123号, ファイル: jhj123.pdf"
species-3389,イノモトソウノメイガ,Herpetogramma okamotoi Yamanaka,新産地,,大阪府河内長野市で発見,中村正直 (1983),,high,,,"ページ: 12, 蛾類通信 123号, ファイル: jhj123.pdf"
,シタクロオビフタオ（新称）,Epiplema fulvihamata Hampson,新記録種,,日本未記録種として石垣島オモト岳・バンナ岳から記録,井上寛 (1984),,high,,,"ページ: 377, 蛾類通信 124号, ファイル: jhj124.pdf"
,シロオビヒゲナガノメイガ（新称）,Aetholix flavibasalis (Guenée),新記録種,,日本未記録種として石垣島バンナ岳から記録,井上寛 (1984),,high,,,"ページ: 377, 蛾類通信 124号, ファイル: jhj124.pdf"
,コハングロキノメイガ（新称）,Syllepte verecunda (Warren),新記録種,,日本未記録種として屋久島・沖縄本島・西表島から記録,井上寛 (1984),,high,,,"ページ: 378, 蛾類通信 124号, ファイル: jhj124.pdf"
species-3354,ミドリノメイガ,Parotis marginata (Hampson),新記録種,,日本未記録種として奄美大島本茶峠から記録（1個体、土着不明）,井上寛 (1984),,high,,,"ページ: 378, 蛾類通信 124号, ファイル: jhj124.pdf"
species-3432,ウスグロハネボソノメイガ,Tetridia caletoralis (Walker),新記録種,,"日本未記録種として西表島古見岳から記録。Tetridia Warren, 1890属も日本初記録",井上寛 (1984),,high,,,"ページ: 379, 蛾類通信 124号, ファイル: jhj124.pdf"
,クロホシノメイガ（新称）,Herpetogramma basalis (Walker),新記録種,,日本未記録種として沖縄本島・石垣島から記録,井上寛 (1984),,high,,,"ページ: 379, 蛾類通信 124号, ファイル: jhj124.pdf"
,ハイイロムジノメイガ（新称）,Pyrausta deductalis (Walker),新記録種,,日本未記録種として西表島カンピラ滝から記録,井上寛 (1984),,high,,,"ページ: 380, 蛾類通信 124号, ファイル: jhj124.pdf"
,シタキツヅリガ（新称）,Tirathaba mundella Walker,新記録種,,日本未記録種として沖縄本島・石垣島・北大東島から記録,井上寛 (1984),,high,,,"ページ: 380, 蛾類通信 124号, ファイル: jhj124.pdf"
,ミナミイチモジマダラメイガ（新称）,Etiella grisea grisea Hampson,新記録種,,日本未記録種として西表島から記録。幼虫はマメ科に寄生,井上寛 (1984),,high,,,"ページ: 381, 蛾類通信 124号, ファイル: jhj124.pdf"
,ヒメイチモジマダラメイガ（新称）,Etiella behrii (Zeller),新記録種,,日本未記録種として徳之島・石垣島から記録（従来シロイチモジと混同されていた可能性）,井上寛 (1984),,high,,,"ページ: 381, 蛾類通信 124号, ファイル: jhj124.pdf"
species-5873,シロイチモジヨトウ,Spodoptera exigua (Hübner),食草追加,,幼虫がヤマモモ（樹木）を食餌として確認。従来は草本のみが知られていた,中村正直 (1984),,high,,OK,"ページ: 382, 蛾類通信 124号, ファイル: jhj124.pdf"
species-20700,ニセタマナヤガ,Peridroma saucia (Hübner),新産地,,東京都中野区から記録。東京都内では2番目の記録,岸田泰則 (1984),,high,,,"ページ: 382, 蛾類通信 124号, ファイル: jhj124.pdf"
species-3255,ヒメクロスジノメイガ,Tyspanodes gracilis Inoue,新産地,,沖縄本島初記録。最近西表島から記載された種,金沢至・佐藤力夫・清野昭夫・中臣謙太郎 (1984),,high,,,"ページ: 384, 蛾類通信 124号, ファイル: jhj124.pdf"
species-5994,オオチャバネヨトウ,Nonagria puengeleri (Schawerda),新産地,,三重県初記録。ヒメガマの枯れ茎内で蛹化していた45頭が羽化,中山明 (1984),,high,,,"ページ: 391, 蛾類通信 124号, ファイル: jhj124.pdf"
species-5524,チズモンクチバ,Avatha discolor (Fabricius),新産地,,佐賀県加唐島（九州初記録）および福島県福島市（最北記録）から記録,森展一・千葉主喜 (1984),,high,,,"ページ: 390, 蛾類通信 124号, ファイル: jhj124.pdf"
,ヘリホシキシタクチバ,Hypocala violacea Butler,新産地,,佐賀県加唐島から記録。日本で5番目の記録,森展一 (1984),,high,,,"ページ: 390, 蛾類通信 124号, ファイル: jhj124.pdf"
species-5510,ツマキオオクチバ,Hulodes caranea (Cramer),新記録種,,日本2番目の記録として横浜市から採集（天草と同日）,岩本裕之 (1984),,high,,,"ページ: 391, 蛾類通信 124号, ファイル: jhj124.pdf"
species-5903,ウスアオヨトウ,Polyphaenis subuiridis,食草追加,,食草としてクロミノウグイスカグラ（スイカズラ科）を初記録,小木広行 (1984),,high,,OK,"ページ: 1-2, 蛾類通信 125号, ファイル: jhj125.pdf"
species-4984,シンジュキノカワガ,Eligma narcissus,新産地,,福島市で採集記録,千葉主喜 (1984),,high,,,"ページ: 3, 蛾類通信 125号, ファイル: jhj125.pdf"
species-4789,キベリチビコケガ,Diduga favicostata,新産地,,本州新記録（愛知県定光寺）,田中多喜彦 (1984),,high,,,"ページ: 4, 蛾類通信 125号, ファイル: jhj125.pdf"
species-2627,ハネナガツヅリガ,Lamoria infumatella,新産地,,本州で捕獲（福島市）、これまで屋久島と九州のみ,千葉主喜 (1984),,high,,,"ページ: 6, 蛾類通信 125号, ファイル: jhj125.pdf"
species-20438,カギモンヤガ,Cerastis pallescens,食草追加,,シロバナエンレイソウ（ユリ科）とアマドコロ（ユリ科）を食草として記録,小木広行 (1984),,high,,OK,"ページ: 7, 蛾類通信 125号, ファイル: jhj125.pdf"
species-5504,ハガタクチバ,Daddala lacilla,食草追加,,シラカシから老熟幼虫を採集、野外での幼虫採集は初記録,松井英子 (1984),,high,,OK,"ページ: 9, 蛾類通信 125号, ファイル: jhj125.pdf"
species-5739,タカオケンモン,Craniophora harmandi,学名変更,,Craniophora picata WilemanをCraniophora harmandi (Poujade)のシノニムに指定,杉繁郎 (1984),,high,YES,,"ページ: 10-11, 蛾類通信 125号, ファイル: jhj125.pdf"
,ビロードコヤガ,Anterastria atrata,食草追加,,ナギナタコウジュ（シソ科）を食草として記録,小木広行 (1984),,high,,OK,"ページ: 12, 蛾類通信 125号, ファイル: jhj125.pdf"
species-5177,シラクモアツバ,Bomolocha zilla (Butler),食草追加,,ミヤマザクラ（バラ科）を食草として確認。北海道苫小牧で幼虫を採集、飼育により羽化。,小木広行 (1984),,high,,OK,"ページ: 1, 蛾類通信 126号, ファイル: jhj126.pdf"
species-5685,マルバネキシタケンモン,Trisuloides rotundipennis Sugi,食草追加,,イチイカシ（ブナ科）を食草として確認。福岡県甘木市と吉井町で幼虫を採集、飼育により羽化。,行徳直巳 (1984),,high,,OK,"ページ: 2-3, 蛾類通信 126号, ファイル: jhj126.pdf"
species-5601,ガマキンウワバ,Autographa gamma (Linnaeus),新産地,,福島県初記録。福島市渡利で雌雄を水銀街路灯で採集。,千葉主喜 (1984),,high,,,"ページ: 3, 蛾類通信 126号, ファイル: jhj126.pdf"
species-6055,ホシオビキリガ,Conistra albipuncta (Leech),学名変更,,Conistra unimacula Sugiを異名とし、Conistra albipuncta (Leech)が有効名として復活。,杉繁郎 (1984),,high,YES,,"ページ: 4, 蛾類通信 126号, ファイル: jhj126.pdf"
,スマベウスキョトウ,Chilodes pacifica Sugi,新産地,,北海道初記録。標茶町二ツ山で採集。,"飯島一雄, 小杉時規 (1984)",,high,,,"ページ: 5, 蛾類通信 126号, ファイル: jhj126.pdf"
species-3584,フタモントガリエダシャク,Nadagara prosigna Prout,新産地,,北海道初記録。トムラウシで採集。これまで関東以北からは未知であった。,"飯島一雄, 小杉時規 (1984)",,high,,,"ページ: 5, 蛾類通信 126号, ファイル: jhj126.pdf"
,フタオレットガ,Calamotropha yamanakai Inoue,新産地,,北海道初記録。小樽市赤岩で採集。,"飯島一雄, 小杉時規 (1984)",,high,,,"ページ: 5, 蛾類通信 126号, ファイル: jhj126.pdf"
species-2583,キオビセセリモドキ,Hyblaea puera (Cramer),新産地,,石川県初記録。石川県石川郡野々市町で水銀灯に飛来。,富沢章 (1984),,high,,,"ページ: 6, 蛾類通信 126号, ファイル: jhj126.pdf"
species-5445,クロモンシタバ,Ophiusa tirhaca (Cramer),食草追加,,ヌルデ（ウルシ科）を食草として確認。福岡県浮羽郡で幼虫を採集、飼育により羽化。,行徳直巳 (1984),,high,,OK,"ページ: 7-8, 蛾類通信 126号, ファイル: jhj126.pdf"
species-1842,タカネハイイロハマキ,Clepsis monticolana Kawabe,食草追加,,ミネヤナギを食草として確認。石川県加賀白山で幼虫を採集、飼育により羽化。,富樫一次 (1984),,high,,OK,"ページ: 9, 蛾類通信 126号, ファイル: jhj126.pdf"
,ニセウンモンハマキ,Croesia dentata Razowski,食草追加,,シナノキを食草として確認。石川県中宮温泉で幼虫を採集、飼育により羽化。,富樫一次 (1984),,high,,OK,"ページ: 9, 蛾類通信 126号, ファイル: jhj126.pdf"
