"account_audit_id","source","pdf_file","source_pdf_sha256","pdf_page","printed_page","ocr_line_start","ocr_line_end","heading_raw","heading_japanese","heading_scientific_raw","host_field_status","host_candidates","emergence_candidates","ecology_candidate_count","boundary_flags","possible_ids","coverage_class","review_state","decision","target_insect_ids","related_action_ids","reviewed_on","review_note"
"KUA-ACCOUNT-190","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","129","590-591","11677","11684","サトウビロウドカミキリ Acaldlenta fraudatrit satoi BREUNING et OHBAYASHL,1966","サトウビロウドカミキリ","Acaldlenta fraudatrit satoi","candidate_present","オニグルミ","5〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-191","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","129","590-591","11685","11702","クロヒゲビロウドカミキリ Acalolepia frudatriz uigricorais MAKIHARA, 1977","クロヒゲビロウドカミキリ","Acalolepia frudatriz uigricorais","candidate_present","木知","6〜8","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-192","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","129","590-591","11720","11730","オモロビロウドカミキリ Acalblepta oshinana Omoro HAYASHI, 1963","オモロビロウドカミキリ","Acalblepta oshinana","candidate_present","リュキュウアカメガシワ","3〜8月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-193","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","130","592-593","11838","11846","イズニセビロウドカミキリ Aceletenta seineta izuinsuand HAYASTIL， 1968","イズニセビロウドカミキリ","Aceletenta seineta izuinsuand","candidate_present","オオバヤシャブシ","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-194","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","130","592-593","11847","11854","ツシマニセビロウドカミキリ Acalolenta sejuncta tsushimae （BREUNING：，1960）","ツシマニセビロウドカミキリ","Acalolenta sejuncta tsushimae","source_states_unknown","未知","5〜8力","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-195","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","130","592-593","11855","11864","ダンジョニセビロウドカミキリ Acalolente sejuncta morit MAKTHAKA,1980","ダンジョニセビロウドカミキリ","Acalolente sejuncta morit","source_states_unknown","未知 --- ページ 131 --- 594","6〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-196","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","131","594-595","11865","11872","トカラニセビロウドカミキリ Acalolepta sejunta hamai （HAYASHI， 1962）","トカラニセビロウドカミキリ","Acalolepta sejunta hamai","source_states_unknown","未知","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-197","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","131","594-595","11891","11902","オキナワビロウドカミキリ Acalolenta amamiana simitima BREUNING et OHBAYASHI, 1966","オキナワビロウドカミキリ","Acalolenta amamiana simitima","candidate_present","ゴンズイ;エゴノキ;ハマセンダン","5〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-198","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","131","594-595","11950","11957","高地にはこれに近縁で後麺の退化した Deloplrecles punetutus が異所的に分布している。口本では不垣","高地にはこれに近縁で後麺の退化した","Deloplrecles punetutus","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-199","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","132","596-597","11997","12006","ダンジョヤハズカミキリ Drecha bimaculta brevicornis MAKIHARA,1980","ダンジョヤハズカミキリ","Drecha bimaculta brevicornis","source_states_unknown","未知","6〜7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-200","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","132","596-597","12016","12020","ハチジョウトカラヤハズカミキリ Uraeche gilva hachijoensis HAYASHI,1964","ハチジョウトカラヤハズカミキリ","Uraeche gilva hachijoensis","source_states_unknown","未知","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-201","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","133","598-599","12095","12101","ミヤケキボシカミキリ Psacothea hileris miyakeimand MATSUSIITA， 1937","ミヤケキボシカミキリ","Psacothea hileris miyakeimand","candidate_present","やマグワ","6〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-202","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","133","598-599","12102","12108","ヤクキボシカミキリ Psacothea hilaris insualaris HAYASHI, 1960","ヤクキボシカミキリ","Psacothea hilaris insualaris","candidate_present","ヤマグワ;ガジュマル;アコウ","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-203","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","133","598-599","12109","12118","トカラキボシカミキリ Psacothea hilaris macrunotate HIAYASHI,1956","トカラキボシカミキリ","Psacothea hilaris macrunotate","candidate_present","ヤマグワ;ガジュマル;アコウ","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-204","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","133","598-599","12119","12128","アマミキボシカミキリ Psacothea hiaris maculatu BREUNING, 1954","アマミキボシカミキリ","Psacothea hiaris maculatu","candidate_present","ヤマグリ;ガジュマル;アコウ","4〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-205","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","133","598-599","12129","12140","オキノエラブキボシカミキリ Psacathea hileris intermedia BREUNINE Ct OHBAYASHI,1966","オキノエラブキボシカミキリ","Psacathea hileris intermedia","","","4〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-206","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","134","600-601","12152","12160","ミヤコキボシカミキリ Psteottea htaris miyakoama OHBAYASHI eE N,OHTMAYASHI,1965","ミヤコキボシカミキリ","Psteottea htaris miyakoama","candidate_present","ヤマグワ;ガジュマル;アコウ","4〜12月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-207","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","134","600-601","12170","12183","ヨナグニキボシカミキリ Psucothea hitaris yonaguniana OHBAYASHI et N. OHBAYASHI， 1965","ヨナグニキボシカミキリ","Psucothea hitaris yonaguniana","candidate_present","ヤマグワ;ガジュマル;アコウ","4〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-208","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","135","602-603","12277","12295","イヘヤオキナワフトカミキリ Peblephaeus okinawanus dol FUJITA, 2002","イヘヤオキナワフトカミキリ","Peblephaeus okinawanus dol","candidate_present","木知;スダジイ;カシ類;タブノキ;クサギ;アカメガシワ;オオバギ;ゴンズイイミツバウツギ料）","7H;5〜8月","0","multiple_emergence_fields;multiple_host_fields","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-209","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","138","608-609","12575","12595","キツボシシロカミキリ Olenecumpts octopestuats （MOISCHULSKY， 1873）","キツボシシロカミキリ","Olenecumpts octopestuats","candidate_present","ズミ;ナナカマド","6〜8月","1","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22712","KUA-073;KUA-074;KUA-075;KUA-076","2026-07-11","原PDFで成虫後食ズミ・ナナカマドと幼虫のズミ穿孔を区別。ナナカマドを幼虫寄主へ誤変換しない。"
"KUA-ACCOUNT-210","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","139","610-611","12597","12603","本種の亜種の基準産地は Insulis oceani australisとあるが、記載年が1801年であることを考えると！","本種の亜種の基準産地は","Insulis oceani australis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-211","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","140","612-613","12758","12762","セミスジコブヒデカミキリ Rhodopind lewisit （BATES）","セミスジコブヒデカミキリ","Rhodopind lewisit","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-212","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","141","614-615","12775","12783","ヤクシマセミスジコブヒゲカミキリ Rhodopinta lewisii yakushimanu KoMIYA， 1984","ヤクシマセミスジコブヒゲカミキリ","Rhodopinta lewisii yakushimanu","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-213","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","141","614-615","12784","12789","コシキジマセミスジコブヒゲカミキリ Randnpind lewisti koshikijimana KOMIYA, 1984","コシキジマセミスジコブヒゲカミキリ","Randnpind lewisti koshikijimana","source_states_unknown","未知","6月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-214","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","141","614-615","12809","12817","クチノエラブトカラコブヒゲカミキリ Rhodopina rokarensis orientalis YOKOYAMA, 1971","クチノエラブトカラコブヒゲカミキリ","Rhodopina rokarensis orientalis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-215","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","145","622-623","13140","13152","ハイイロツックビカミキリ Cylindille grisescens BATES,1884","ハイイロツックビカミキリ","Cylindille grisescens","candidate_present","サワグルミ;クマシデ;アケビなどの広葉;1分布】北海道;水州;佐渡;四国;九州;千島列島;樺太;朝鮮半島;極東ロシア．［p.70.315］","4〜10月","2","suspicious_plant_candidate","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-216","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","150","632-633","13606","13666","ホンドヒメシラオビカミキリ Pogonocherus fasciculatus honduensis OHBAYASHI, 1963","ホンドヒメシラオビカミキリ","Pogonocherus fasciculatus honduensis","candidate_present","やマナラシ．ポプラ類;カンバ類","5〜9月;4〜10月、1寄士相物】タラノキ、ヤツデ、ハリギリ（ウコギ料）、ブナ，ミズナラ，クリ（ブナ科）","0","multiple_emergence_fields","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-217","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","153","638-639","13927","13934","エラブモモブトトゲバカミキリ Randibilis elongata minor （BREUNING et OHBAYASHI, 1964）","エラブモモブトトゲバカミキリ","Randibilis elongata minor","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-218","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","153","638-639","13961","13989","サマトトゲバカミキリ Randibilis japonica HAYASHI， 1968","サマトトゲバカミキリ","Randibilis japonica","source_states_unknown","未知","7月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-219","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","155","642-643","14067","14072","キカイジマノブオケシカミキリ Erncentrus wobuei nonakai MAKIHAKA,1986","キカイジマノブオケシカミキリ","Erncentrus wobuei nonakai","source_states_unknown","未知","5月・","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-220","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","155","642-643","14073","14081","オキナワノブオケシカミキリ Exocenrus mobuoi okinawersis BRrUNING et OHBAYASHI, 1966","オキナワノブオケシカミキリ","Exocenrus mobuoi okinawersis","candidate_present","オキナワジイ;オオバユーカリ;エゴノキ","4〜〜10月1","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-221","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","156","644-645","14228","14236","アマミクロオビトゲムネカミキリ Seides （Estelieps） fascicts robuoi （BREUNING et OHBAYASHL， 1964）","アマミクロオビトゲムネカミキリ","Seides （Estelieps） fascicts robuoi","candidate_present","カシ類","6〜7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-222","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","156","644-645","14237","14251","オキナワクロオビトゲムネカミキリ Sciades （Estolions） fasciatus akinWaRs N, OHTAYASHI,1984","オキナワクロオビトゲムネカミキリ","Sciades （Estolions） fasciatus akinWaRs","candidate_present","リュウキュウマツ","6〜7月","0","multiple_emergence_fields;unparsed_species_like_heading_inside_block","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-223","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","157","646-647","14266","14279","オオシマサキシマトゲムネカミキリ Scades （Estoliops） sakislimamus deguchi NOHBAYASHIL,1984","オオシマサキシマトゲムネカミキリ","Scades （Estoliops） sakislimamus deguchi","candidate_present","ソウシジュ","6〜7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-224","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","160","652-653","14607","14615","キュウシュウシナカミキリ Eutetrapha sedecimpanciata australis TAKAKUWA et HIROKAWA, 1998","キュウシュウシナカミキリ","Eutetrapha sedecimpanciata australis","candidate_present","* 知","","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-225","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","161","654-655","14647","14663","ハンノオオルリカミキリ Euteiraphu chrysocheris chrysargyred BATES， 1884","ハンノオオルリカミキリ","Euteiraphu chrysocheris chrysargyred","candidate_present","各種広葉樹","","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-226","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","163","658-659","14821","14831","ヒゲナガウスシロカミキリ Pranlic cirinipes amui KUSAMA et TAKAKLIWA, 1984","ヒゲナガウスシロカミキリ","Pranlic cirinipes amui","candidate_present","クスノキ料","5〜7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-227","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","165","662-663","15001","15004","オキナワモンキカミキリ Ciened （Clened） iriei heikichi MAKIHARA， 1982","オキナワモンキカミキリ","Ciened （Clened） iriei heikichi","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-228","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","165","662-663","15024","15027","イズシラホシカミキリ Gleaed （Clened） relicta izuistlanta FL,IITA， 1980","イズシラホシカミキリ","Gleaed （Clened） relicta izuistlanta","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-229","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","165","662-663","15057","15068","ハチジョウルリボシカミキリ Glenea （Gleneu） chlorespila hachijonis MATSIMURA et MAISUSHITA,1933","ハチジョウルリボシカミキリ","Glenea （Gleneu） chlorespila hachijonis","","","5〜7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-230","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","165","662-663","15069","15075","オキナワルリボシカミキリ Glenea （Clenea） chiorpsnia okisaweasis MAKIHARA,1988","オキナワルリボシカミキリ","Glenea （Clenea） chiorpsnia okisaweasis","candidate_present","スダジィ;ハマセンダン","","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-231","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","166","664-665","15111","15118","オキナワスジシロカミキリ Glenea （Glenea） tineata ihai HAYASEIL, 1960","オキナワスジシロカミキリ","Glenea （Glenea） tineata ihai","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-232","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","166","664-665","15119","15127","イシガキスジシロカミキリ Gienea （Glenea） tineatu ryukyuensis BREENING Et OHRAYASHI,1964","イシガキスジシロカミキリ","Gienea （Glenea） tineatu ryukyuensis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-233","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","170","672-673","15474","15485","ホリキリンゴカミキリ Oberen infranigrescens BREUNING, 1947","ホリキリンゴカミキリ","Oberen infranigrescens","candidate_present","フジ;ハギ類;サワアジサイ","5〜8月","1","","","included_action","original_pdf_visually_verified","include_safe_actions","species-23024","KUA-077;KUA-078;KUA-079;KUA-080","2026-07-11","原PDF見出しの和名と二名法で現行species-23024へ対応。著者年の不一致は明記。サワアジサイは現行植物概念が確定できず保留。"
"KUA-ACCOUNT-234","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","172","676-677","15624","15628","ウスリーオオカミキリ Callipogon relicties （SEMENOV, 1898）","ウスリーオオカミキリ","Callipogon relicties","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-235","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","172","676-677","15629","15633","マンシュウオオキバノコギリカミキリ Dorysthenes （Cyrtograthus） paradoxus （FELDERMAZN, 1833）","マンシュウオオキバノコギリカミキリ","Dorysthenes （Cyrtograthus） paradoxus","","","","2","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-236","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","172","676-677","15634","15637","カタビロハナカミキリ Stemcerus amurensis （KHAAE7 1879）","カタビロハナカミキリ","Stemcerus amurensis","","","","2","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-237","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","172","676-677","15638","15641","コアオハナカミキリ Acmaeops angusticolis （GEBLER, 1833）","コアオハナカミキリ","Acmaeops angusticolis","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
