audit_id,insect_id,current_japanese_name,source_japanese_name,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,pdf_page,printed_page,emergence,host_plants,ecology,source_taxon,legacy_japanese_name,legacy_scientific_name,legacy_route_name,decision,reviewed_on,review_note,merge_into_insect_id
kamikiri-2007-batch-c-0008,species-22750,イシガキヒメビロウドカミキリ,イシガキヒメビロウドカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,131,595,7月,,寄主植物は未知とされる。雌は未発見。,Acalolepta nishimurai,,,,include,2026-07-11,p595の対象種欄のみを採用。直前のヒメビロウドカミキリの寄主・生態は不採用。,
kamikiri-2007-batch-c-0009,species-22702,ツシマゴマフチビカミキリ,ツシマゴマフチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,144,621,4〜5月,,寄主植物は未知とされる。成虫は春に出現し、広葉樹の枯枝で見つかるが、シイの細い枯枝を好む。,Sphigmothorax tsushimanus,,,,include,2026-07-11,依頼位置の冊子p620は隣接ページで、対象種欄はp621。直前のヤクシマチビコブカミキリの情報は不採用。,
kamikiri-2007-batch-c-0010,species-22482,ヒゲナガモモブトカミキリ,ヒゲナガモモブトカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,151,634,6〜8月,マツ類|マツ科,成虫は交尾・産卵のためマツ類の衰弱木や新しい伐採木に集まり、樹脂も後食する。幼虫はそれらの樹皮および樹皮下を食害し、林業害虫としても重要である。,Acanthocinus orientalis,,,,include,2026-07-11,p634の対象種欄では寄主欄がマツ科、本文がマツ類と明記。上下の別種の寄主は不採用。,
kamikiri-2007-batch-c-0011,species-22506,トゲナシモモブトカミキリ,トゲナシモモブトカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,156,644,8月,,寄主植物は未知とされる。1956年8月に京都比叡山で燈火に飛来した基準標本の雌1頭のみが知られ、詳しい変異や分布などは不明である。,Planeacanista japonica,,,,include,2026-07-11,p644の対象種欄のみを採用。直前のイカリモンケシカミキリおよび後続種の情報は不採用。,
kamikiri-2007-batch-c-0012,species-23057,キボシマダラカミキリ,キボシマダラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,159,650-651,6月,ヤナギ類|ヤナギ科,,Saperda (Saperda) balsamifera,,,,include,2026-07-11,見出しと異名はp650、形態・出現期・寄主・分布はp651へ継続。直後のトホシカミキリの生態は不採用。,
kamikiri-2007-batch-c-0013,species-23064,ニセヤツボシカミキリ,ニセヤツボシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,160,652,6〜8月,ハルニレ|ニレ科;オヒョウ|ニレ科,ハルニレの生葉に集まり葉脈部を嚙みつき後食し、葉に線状の穴をあける。また、広葉樹の伐採木や立枯木などにも集まる。幼虫はハルニレなどのニレ科植物の樹皮下に見られ、5月に蛹化する。,Saperda (Saperda) subobliterata,,,,include,2026-07-11,p652中段から始まる対象種欄のみを採用。頁冒頭の前種の寄主および後続ヤツボシカミキリの情報は不採用。,
kamikiri-2007-callidiellum-rufipenne,species-21882,ヒメスギカミキリ,ヒメスギカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,72-73,478,3〜7月,スギ|ヒノキ科;ヒノキ|ヒノキ科;モミ|マツ科;アカマツ|マツ科;エゾマツ|マツ科,成虫はスギなどの新しい伐採木に多数集まり、平地から低山地に普通に見られる。スギ・ヒノキ材の著名な害虫である。広葉樹からの記録もある。,Callidiellum rufipenne,,,,include,2026-07-11,種解説は冊子p.477末から始まり、生態・出現期・寄主欄はp.478冒頭にあることを目視確認した。,
kamikiri-2007-sybra-kuri,species-22609,クリチビカミキリ,クリチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,105,543,5〜9月,クリ|ブナ科;コナラ|ブナ科;ミズナラ|ブナ科,成虫はクリの細い枯枝に多く見られる。,Sybra (Microzotale) kuri,,,,include,2026-07-11,種解説は冊子p.542末から始まり、生態・出現期・寄主欄はp.543冒頭にあることを目視確認した。原典亜属名は現行と異なるため学名は上書きしない。,
kamikiri-2007-sybra-miscanthivola,species-22622,ススキハネナシチビカミキリ,ススキハネナシチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,104,541,3〜10月,ハチジョウススキ|イネ科,成虫はハチジョウススキ群生地の叩き網で得られる。,"Sybra (Sybra) miscanthivola Makihara, 1977",,,,include,2026-07-11,原典画像で出現期3〜10月を確認し旧OCR由来の3〜1月．1を訂正する。,
kamikiri-2007-sybra-flavomaculata,species-22616,キボシチビカミキリ,キボシチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,104,541,5〜8月,モミ|マツ科;アカマツ|マツ科,成虫はアカマツやモミの生立木の枯枝部に見られ、樹幹部には産卵しない。,"Sybra (Sybra) flavomaculata Breuning, 1939",,,,include,2026-07-11,原典画像で寄主はモミとアカマツと確認した。植物索引OCR候補のシロマツは採用しない。,
kamikiri-2007-sybra-basialbofasciata,species-22615,モリヤシロオビチビカミキリ,モリヤシロオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,104,541,7〜8月,リュウキュウマツ|マツ科,成虫はリュウキュウマツ生立木の枯枝部に見られる。,"Sybra (Sybra) basialbofasciata Hayashi, 1972",,,,include,2026-07-11,原典の種解説欄で寄主と生立木枯枝部の生態を目視確認した。,
kamikiri-2007-sybra-unifasciata,species-22641,ヒトオビチビカミキリ,ヒトオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,104,541,7〜9月,サルナシ|マタタビ科;ヒメリンゴ|バラ科;ヤマザクラ|バラ科;サクラ類|バラ科;フジ|マメ科;ヌルデ|ウルシ科;イタヤカエデ|ムクロジ科;ノブドウ|ブドウ科;サワフタギ|ハイノキ科;シロモジ|クスノキ科;各種広葉樹|;モミ|マツ科,成虫は自然植生の豊かな広葉樹林で、枯枝の叩き網により得られる。,"Sybra (Sybra) unifasciata Fujimura, 1956",,,,include,2026-07-11,既存の植物索引由来10寄主を保持し種解説欄の各種広葉樹とモミおよび生態を追加する。,
kamikiri-2007-sybra-uenoi-uenoi,species-22612,フタオビヒメサビカミキリ 基亜種,フタオビヒメサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,105,542,5〜6月,,細い枯枝や立木上部の枝の枯れた部分に見られる。寄主植物は未知とされる。,"Sybra (Microzotale) uenoi uenoi (Hayashi, 1956)",,,,include,2026-07-11,種群共通の生態と基亜種欄の寄主未知を分けて目視確認した。,
kamikiri-2007-sybra-uenoi-sakamotoi,species-22613,フタオビヒメサビカミキリ 九州亜種,キリシマヒメサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,105,542,4〜7月,クリ|ブナ科;コナラ|ブナ科,成虫はスダジイ生木上部の細い枯枝に見られる。,"Sybra (Microzotale) uenoi sakamotoi (Hayashi, 1958)",,,,include,2026-07-11,基亜種からコピーされた5〜6月を原典の九州亜種欄4〜7月へ訂正した。原典和名も旧和名として保持する。,
kamikiri-2007-sybra-albodistincta,species-22611,フタモンヒメサビカミキリ,フタモンヒメサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,105,542,4〜7月,スダジイ|ブナ科,成虫は伐採跡地に積んであるスダジイのそだに見られる。,"Sybra (Microzotale) albodistincta Takakuwa, 1984",,,,include,2026-07-11,原典はalbodistinctaを見出し名とし現行distinctaを同じ種欄の異綴りとして併記するため同一種へ対応した。,
kamikiri-merge-sybra-sakamotoi-kuri,species-22610,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Sybra sakamotoi kuri Ohbayashi & Hayashi, 1962",,"Sybra sakamotoi kuri Ohbayashi & Hayashi, 1962","Sybra sakamotoi kuri Ohbayashi & Hayashi, 1962",merge_duplicate_taxon,2026-07-11,原典冊子p.543でクリチビカミキリの同一種欄に置かれる旧組合せ重複行を正本へ統合する。,species-22609
kamikiri-2007-sybra-subfasciata-subfasciata,species-22642,シロオビチビカミキリ 基亜種,シロオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,105,543,5〜9月,シナノキ|アオイ科;キブシ|キブシ科;コシアブラ|ウコギ科;ミズキ|ミズキ科;クマノミズキ|ミズキ科;ハリギリ|ウコギ科;ハクウンボク|エゴノキ科;シオジ|モクセイ科;ハシドイ|モクセイ科;各種広葉樹|,成虫は広葉樹の細い枯枝に多い。,"Sybra (Sybrodiboma) subfasciata subfasciata (Bates, 1884)",,,,include,2026-07-11,既存の植物索引由来9寄主を保持し種解説欄の各種広葉樹と生態を追加する。,
kamikiri-2007-sybra-subfasciata-mikurensis,species-22643,シロオビチビカミキリ 伊豆諸島亜種,ミクラシロオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,105,543,6〜8月,,成虫は広葉樹の細い枯枝の叩き網で得られる。寄主植物は未知とされる。,"Sybra (Sybrodiboma) subfasciata mikurensis (Hayashi, 1969)",,,,include,2026-07-11,原典が寄主未知と明記するため基亜種からコピーされた8寄主を除去し出現期も6〜8月へ訂正する。,
kamikiri-2007-sybra-trimeresura,species-22644,アマミシロオビチビカミキリ,アマミシロオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,105-106,543-544,4〜10月,,成虫は広葉樹の細い枯枝によく見られる。寄主植物は未知とされる。,"Sybra (Sybrodiboma) trimeresura Takakuwa, 1984",,,,include,2026-07-11,種解説が冊子p.543からp.544へ続くことを確認し旧OCRの4〜11月を4〜10月へ訂正する。,
kamikiri-2007-sybra-ordinata-inadai,species-22627,アヤモンチビカミキリ 粟国島亜種,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,Sybra (Sybra) ordinata inadai,,,,exclude_not_in_source,2026-07-11,2023年記載のため2007年原典には未収録。基亜種からコピーされた3〜11月を除去する。,
kamikiri-d-001,species-22480,クロカミキリ,クロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,6,345,5〜11月,各種針葉樹|,おもに夜間に活動し、灯火にもよく飛来する。,"Spondylis buprestoides (Linnaeus, 1758)",,,,include,2026-07-11,冊子345頁内で完結。各種針葉樹は単一科に限定できないためfamily空欄。,
kamikiri-d-002,species-22467,オオマルクビヒラタカミキリ,オオマルクビヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,8,349,4〜8月,各種針葉樹|,成虫は平地から山地にかけて、針葉樹の伐採木などに普通に見られる。,"Asemum striatum (Linnaeus, 1758)",,,,include,2026-07-11,冊子349頁内で完結。各種針葉樹は単一科に限定できないためfamily空欄。前種の情報は含めていない。,
kamikiri-d-003,species-22475,ツヤナシトドマツカミキリ,ツヤナシトドマツカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,9,350-351,7〜8月,,北海道中央部で7月下旬から8月中旬に得られているが、採集例は多くない。日本では寄主植物は未知とされるが、極東ロシアではカラマツを好む。,"Tetropium gracilicorne Reitter, 1899",,,,include,2026-07-11,冊子350頁から351頁上段へ続く同一種の記述を目視確認。原典は種単位だが、現行は2018年記載の日本亜種 Tetropium gracilicorne takakuwai。日本で寄主未知のため、海外のカラマツ記録はecologyに限定。,
kamikiri-d-004,species-22447,カタキカタビロハナカミキリ,カタキカタビロハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,12,357,6〜8月,エゾマツ|マツ科;アカエゾマツ|マツ科,花に集まるほか、寄主植物の幹や枝に飛来する。幼虫はおもに衰弱木の根部で生育し、土中に出て蛹化する。,"Pachyta lamed (Linnaeus, 1758)",,,,include,2026-07-11,冊子357頁内で完結。原典は種単位 Pachyta lamed だが、現行は2018年記載の Prorhagium lamed sasakii。日本産個体群への手動対応として記録し、分類名は上書きしない。次種 Pachyta erebia の情報は含めていない。,
