audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,field,before,intermediate_after,after,pdf_page,printed_page,corrected_plant_name,corrected_scientific_name,page_reference_action,decision,verification_method,similar_taxa,distinguishing_features,reviewed_on,review_note
wildplants-profile-integrity-v1-0048,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤナギモ,habitat,淡水の湖沼や河川、水路に生える洗水性の多年草,淡水の湖沼や河川、水路に生える沈水性の多年草,淡水の湖沼・河川・水路に生える,53,105,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、生活形・地域混入・OCR誤読を除去。
wildplants-profile-integrity-v1-0049,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ナガバカワツルモ,habitat,ナガバカワツルモ Ruppia oeeidentalis S. Watson 海岸近くの汽水域に生える沈水性の多年草,,海岸近くの汽水域に生える沈水性の多年草,54,107,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0050,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オゼソウ,habitat,オゼソウ Japonolirion osense Nakai （PL 97） 北海道（天塩山地）、本州（至仏山・谷川岳）の蛇紋岩地帯にまれに生える多年草,,北海道（天塩山地）・本州（至仏山・谷川岳）の蛇紋岩地帯にまれに生える多年草,55,109,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名・図版番号を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0051,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ボウアマモ,habitat,ボウアマモ〔ボウバアマモ、シオニラ〕 Syringodium isoetifolium （Asch.） Dandy （PL 97） 地瑚礁のラグーンなど潮間帯～浅い潮下帯の砂～砂泥地に生える多年草,,珊瑚礁のラグーンなど潮間帯～浅い潮下帯の砂～砂泥地に生える多年草,55,109,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名・図版番号を除去し、OCR誤字を原文どおり修正。 原PDFの左右冊子頁へ再定位し、確定的なOCR誤読「地瑚礁」を「珊瑚礁」へ訂正。置換対応は別紙の代表原画像監査で確認し、分割OCRは位置決めにのみ使用。
wildplants-profile-integrity-v1-0052,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヒメソクシンラン,habitat,ヒメソクシンラン Aletris scopulorum Dunn 山麓の流れの緑に生える多年草,,山麓の流れの縁に生える多年草,56,111,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名を除去し、OCR誤字を原文どおり修正。
wildplants-profile-integrity-v1-0053,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,キリシマタヌキノショクダイ,habitat,キリシマタヌキノショクダイ Thismia fubereulata Hatus.照葉樹林下の落葉に埋もれて生える淡褐色の菌従属栄養多年草,,照葉樹林下の落葉に埋もれて生える淡褐色の菌従属栄養多年草,57,113,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0054,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヒナノボンボリ,habitat,ヒナノボンボリ Saionia hyodol （C. Abe et Akasawa） H. Ohashi 常緑広葉林下に生えるごくまれな菌従属栄養植物,,常緑広葉樹林下に生えるごくまれな菌従属栄養植物,57,113,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0055,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミドリシャクジョウ,habitat,ミドリシャクジョウ Burmannia coelestis D. Don湿った草地または砂地に生える一年草,,湿った草地または砂地に生える一年草,58,114,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0056,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アダン,distribution,吐感喇列島口之島以南の南西諸島および大東諸島の沿海地に生え、台湾・中国南部・ベトナム・マレーシアからインド南部・スリランカ・モルジブに分布する,吐噶喇列島口之島以南の南西諸島および大東諸島の沿海地に生え、台湾・中国南部・ベトナム・マレーシアからインド南部・スリランカ・モルジブに分布する,吐噶喇列島口之島以南の南西諸島・大東諸島、台湾・中国南部・ベトナム・マレーシア～インド南部・スリランカ・モルジブに分布する,61,120,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、生活形・地域混入・OCR誤読を除去。
wildplants-profile-integrity-v1-0057,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アダン,habitat,吐感喇列島口之島以南の南西諸島および大東諸島の沿海地に生え,吐噶喇列島口之島以南の南西諸島および大東諸島の沿海地に生え,沿海地に生える,61,120,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、生活形・地域混入・OCR誤読を除去。
wildplants-profile-integrity-v1-0058,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タコノキ,habitat,小笠原（父島列島・母島列島・硫黄列島）の治海地から山地の岩地や常緑林内に生える,小笠原（父島列島・母島列島・硫黄列島）の沿海地から山地の岩地や常緑林内に生える,沿海地～山地の岩地や常緑林内に生える,61,120,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、生活形・地域混入・OCR誤読を除去。
wildplants-profile-integrity-v1-0059,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミヤマエンレイソウ,habitat,ミヤマエンレイソウ〔シロバナエンレイソウ〕 Trwillium tschonoskii Maxim. （PL 109） 山地の林下に生える多年草,,山地の林下に生える多年草,62,123,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・別名・学名・図版番号を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0060,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ホウチャクソウ,distribution,南千島・北海道・本州・四国・九州、サハリン南部・韓国（酸陵品・済州島）に分布する,,南千島・北海道・本州・四国・九州、サハリン南部・韓国（鬱陵島・済州島）に分布する,63,125,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、生活形・地域混入・OCR誤読を除去。
wildplants-profile-integrity-v1-0061,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カラスキバサンキライ,habitat,カラスキバサンキライ Heterosmilax japoniea Kunth （PL111） 道ばたに生えるつる性の半低木,,道ばたに生えるつる性の半低木,64,126,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名・図版番号を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0062,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ササバサンキライ,habitat,ササバサンキライ Smilax nervomarginata Hayata 常緑の林緑ややぶに生えるやや小型のつる性半低木,,常緑の林縁ややぶに生えるやや小型のつる性半低木,64,127,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名を除去して客観的な本文だけを採用。 原PDFの左右冊子頁へ再定位し、確定的なOCR誤読「林緑」を「林縁」へ訂正。置換対応は別紙の代表原画像監査で確認し、分割OCRは位置決めにのみ使用。
wildplants-profile-integrity-v1-0063,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,サツマサンキライ,habitat,サツマサンキライ Smilax bracteata C. Pres］ （PL 113） 山地に生えるつる性半低木,,山地に生えるつる性半低木,64,127,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名・図版番号を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0064,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シオデ,habitat,シオデ Smilax riparia A. DC. （PL 111） 山野に生える多年草,,山野に生える多年草,64,127,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名・図版番号を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0065,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タチシオデ,habitat,タチシオデ Smilax nipponica Mig. （PL 112） 山野に生える多年草,,山野に生える多年草,64,127,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名・図版番号を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0066,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヒメカカラ,habitat,ヒメカカラ Smilas bilora Siebold ex Mig. （PL 113） 山地に生える小型の半低木,,山地に生える小型の半低木,64,127,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名・図版番号を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0067,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツバメオモト,habitat,亜高山帯の針楽林下などに生える多年草,,亜高山帯の針葉樹林下などに生える多年草,65,129,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF右頁で対象種と欄境界を確認し、「針楽林」を「針葉樹林」に修正。
wildplants-profile-integrity-v1-0068,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イズモコバイモ,habitat,イズモコバイモ Fritillaria ayakoana Maruy. et Nanuh. 山地の林下に生える多年草,,山地の林下に生える多年草,66,130,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種と欄境界を確認し、見出し・学名を除去して客観的な本文だけを採用。
wildplants-profile-integrity-v1-0069,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タケシマユリ,habitat,タケシマユリ Lillium hansonii Leichtlin ex D. T. Moore 観賞用として古くから栽培され、自生地は韓国の鬱陵島（古名竹島）であるという,,,66,131,,,,delete,original_pdf_visual_review,,,2026-07-12,対象本文は栽培記録と自生地に関する伝聞だけで、確実な生育環境を示さないため削除。
wildplants-profile-integrity-v1-0070,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オニユリ,distribution,北海道～九州、朝鮮半島・中国に分布し、日本各地に見られるが、真の自生か不明,,北海道～九州、朝鮮半島・中国に分布する,67,132,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像で対象種の分布文を確認し、確実な分布範囲だけを採用して自生性不明の記述を除外。
